track_id,reward_score,caption,audioset_labels
musiccaps_-0Gj8-vB1q4.wav,0.9294186234474182,"The low quality recording features a ballad song that contains sustained strings, mellow piano melody and soft female vocal singing over it. It sounds sad and soulful, like something you would hear at Sunday services.","/m/0140xf,/m/02cjck,/m/04rlf"
musiccaps_-0SdAVK79lg.wav,1.8748661279678345,This song features an electric guitar as the main instrument. The guitar plays a descending run in the beginning then plays an arpeggiated chord followed by a double stop hammer on to a higher note and a descending slide followed by a descending chord run. The percussion plays a simple beat using rim shots. The percussion plays in common time. The bass plays only one note on the first count of each bar. The piano plays backing chords. There are no voices in this song. The mood of this song is relaxing. This song can be played in a coffee shop.,"/m/0155w,/m/01lyv,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y,/m/0gg8l"
musiccaps_-0vPFx-wRRI.wav,0.6916462779045105,"a male voice is singing a melody with changing tempos while snipping his fingers rhythmically. The recording sounds like it has been recorded in an empty room. This song may be playing, practicing snipping and singing along.","/m/025_jnm,/m/04rlf"
musiccaps_-0xzrMun0Rs.wav,-1.0882883071899414,This song contains digital drums playing a simple groove along with two guitars. One strumming chords along with the snare the other one playing a melody on top. An e-bass is playing the footnote while a piano is playing a major and minor chord progression. A trumpet is playing a loud melody alongside the guitar. All the instruments sound flat and are being played by a keyboard. There are little bongo hits in the background panned to the left side of the speakers. Apart from the music you can hear eating sounds and a stomach rumbling. This song may be playing for an advertisement.,"/m/01g90h,/m/04rlf"
musiccaps_-1LrH01Ei1w.wav,-1.432884693145752,This song features a rubber instrument being played. The strumming is fast. The melody is played on one fretted string and other open strings. The melody is played on the lower octave and is later repeated on the higher octave. This song can be played at a folk party.,"/m/02p0sh1,/m/04rlf"
musiccaps_-1OlgJWehn8.wav,-1.1320346593856812,"This clip is three tracks playing consecutively. The first one is an electric guitar lead harmony with a groovy bass line, followed by white noise and then a female vocalisation to a vivacious melody with a keyboard harmony, slick drumming, funky bass lines and male backup. The three songs are unrelated and unsynced.","/m/04rlf,/m/06bz3"
musiccaps_-1UWSisR2zo.wav,-0.9478520750999451,"A male singer sings this groovy melody. The song is a techno dance song with a groovy bass line, strong drumming rhythm and a keyboard accompaniment. The song is so groovy and serves as a dance track for the dancing children. The audio quality is very poor with high gains and hissing noise.","/m/04rlf,/m/0xzly"
musiccaps_-3Kv4fdm7Uk.wav,0.05260260030627251,someone is playing a high pitched melody on a steel drum. The file is of poor audio-quality.,"/m/04rlf,/m/04szw,/m/0l156b"
musiccaps_-4NLarMj4xU.wav,1.6589722633361816,"The Pop song features a soft female vocal singing over sustained pulsating synth lead, mellow piano melody, sustained synth brass, punchy kick, claps. tinny wide hi hats and high pitched female vocal melody. It sounds emotional, sad, passionate and like something you would hear on a radio.","/m/04rlf,/t/dd00034"
musiccaps_-4SYC2YgzL8.wav,0.780569851398468,"low fidelity audio from a live performance featuring a solo direct input acoustic guitar strumming airy, suspended open chords. Also present are occasional ambient sounds, perhaps papers being shuffled.","/m/04rlf,/m/04wptg,/m/0ggq0m"
musiccaps_-5FoeegAgvU.wav,-0.2929624915122986,The instrumental music features an ensemble that resembles the orchestra. The melody is being played by a brass section while strings provide harmonic accompaniment. At the end of the music excerpt one can hear a double bass playing a long note and then a percussive noise.,"/m/04rlf,/m/07rrh0c"
musiccaps_-5f6hjZf9Yw.wav,-1.1483153104782104,This folk song features a male voice singing the main melody in an emotional mood. This is accompanied by an accordion playing fills in the background. A violin plays a droning melody. There is no percussion in this song. This song can be played at a Central Asian classical concert.,"/m/02w4v,/m/04rlf"
musiccaps_-5xOcMJpTUk.wav,-0.2664916515350342,"A male guitarist plays the guitar and speaks about technique in this online video tutorial. The male voice is strong and commanding, along with guitar string twang sounds, clearly demonstrating the technique. The audio quality is mediocre.","/m/018vs,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y"
musiccaps_-6HBGg1cAI0.wav,-0.38126352429389954,This middle eastern folk song features a male voice. This is accompanied by a string instrument called the oud playing the melody in between lines. A variety of middle-eastern percussion instruments are played in the background. A tambourine is played on every count. A darbuka plays a simple beat. This folk song can be played in a movie scene set in a Moroccan market.,"/m/02p0sh1,/m/04rlf,/m/06j64v"
musiccaps_-6QGvxvaTkI.wav,-1.5795817375183105,"The low quality recording features a live performance of a traditional song and it consists of an echoing male vocal singing over acoustic strings melody, plucked strings melody and wooden percussion. There is a crowd chattering noise in the background. The recording is a bit noisy and it sounds passionate.","/m/01p970,/m/026t6,/m/0l14md"
musiccaps_-6pcgdLfb_A.wav,0.15446439385414124,This is an R&B/soul music piece. There is a male vocalist singing melodically and in a sensual manner over multiple tracks. The melody of the beat is provided by a string sample. There is a strong bass sound in the piece. The rhythm is provided by a groovy electronic drum beat. There is an urban feel to this piece. It could be used in the soundtrack of a TV series where two characters are sharing intimate moments.,"/m/04rlf,/t/dd00035"
musiccaps_-7B9tPuIP-w.wav,-2.0815553665161133,"A male voice narrates a monologue to the rhythm of a song in the background. The song is fast tempo with enthusiastic drumming, groovy bass lines,cymbal ride, keyboard accompaniment ,electric guitar and animated vocals. The song plays softly  in the background as the narrator speaks and burgeons when he stops. The song is a classic Rock and Roll and the narration is a Documentary.","/m/0155w,/m/04rlf,/m/07sr1lc"
musiccaps_-7wUQP6G5EQ.wav,0.5890829563140869,"The low quality recording features a renaissance music that consists of soft wooden percussion and mellow, harmonized flute melody playing on top of it. The recording is a bit noisy, but it also sounds soulful, mellow, passionate, emotional and vintage - It really puts the listener in a period of renaissance.","/m/02cjck,/m/02w4v,/m/04rlf"
musiccaps_-88me9bBzrk.wav,-1.0703094005584717,Someone is playing a fast melody on a low bansuri flute along with someone playing tablas and a shrutibox in the background. This song may be playing at a live performance.,"/m/015vgc,/m/04rlf"
musiccaps_-8C-gydUbR8.wav,-1.6820857524871826,"A children’s choir sings this devotional melody. The song is medium tempo with a steady bass line, drumming rhythm and clapping percussion. The song is black gospel choral music played in front of a live congregation. The audio quality is very poor.","/m/04rlf,/t/dd00003,/t/dd00004,/t/dd00005"
musiccaps_-8cgbhIR_pw.wav,1.398193597793579,"The low quality recording features a cover of a ballad song that consists of passionate, muddy male vocal singing over arpeggiated acoustic guitar melody. It sounds noisy, muddy and messy, as the frequencies are clashing, but it is also emotional and raw.","/m/042v_gx,/m/04rlf,/m/04szw,/m/06w87,/m/07s0s5r,/m/0fx80y,/t/dd00034"
musiccaps_-BHPu-dPmWQ.wav,0.7862501740455627,"The Alternative/Indie song features an intimate, widely spread, mixed vocals singing over noisy snare, punchy kick, wide tinny hi hats, electric guitar melody, synth lead melody and groovy bass guitar. At the end of the loop there is a short snare roll and some claps. It sounds easygoing and melancholic thanks to those vocals.","/m/04rlf,/t/dd00032"
musiccaps_-BIMKnb3tlo.wav,0.19717323780059814,"This is a Hindustani classical music piece. There is a harmonium playing the main tune. A bansuri joins in to play, supporting a melody every now and then. The rhythmic background consists of the tabla percussion and the electronic drums. The atmosphere of the piece is joyful.","/m/01p970,/m/026t6,/m/0l14md"
musiccaps_-Bu7YaslRW0.wav,-0.2318883240222931,A synth pad is playing a drone sound in the lower mid range. Cymbals are creating atmosphere while a flute/string/brass sound is playing a melody. The whole recording is full of reverb. This song may be playing in a forest documentary.,"/m/025td0t,/m/02cjck,/m/04rlf"
musiccaps_-ByoSbgzr4M.wav,-3.0992610454559326,"This clip is an electronic guitar instrumental. The tempo is fast with a vigorous, lively electric guitar lead without any instrumentation. The music is rapid,controlled, intense and vigorous with immense control and dexterity with the instrument.","/m/01glhc,/m/04rlf"
musiccaps_-CUp_Tmg2Y0.wav,-0.5560307502746582,"The low quality recording features a drum solo that consists of a double pedal kick, punchy snare, shimmering cymbals and boomy toms. It sounds energetic and manic, thanks to that kick pattern. The recording is mono and noisy.","/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/0bm02,/m/0l14md"
